id,message,level,experiment,part,period,subject
5_14_4_2,"Red is the dominant strategy once again. If the solution really is blue, at least one of the other (six!) teams will choose blue and that is already sufficient as the comitee´s decision (see rules) If the urn really is blue, 4 teams have received a blue signal and at least one of those teams won´t know that red is the dominant strategy",2,5,4,2,14
5_14_4_1,"Red is the dominant strategy once again. If the solution really is blue, at least one of the other six(!) teams will choose blue and that is already sufficient as the comitee´s decision (see rules) Copy this explanitaion for the next round to your next partner",2,5,4,1,14
5_14_1_1,Singnal is more likly red,1,5,1,1,14
5_15_4_2,"i think we sould take red, because if one of the other teams take blue our desicion is not relevant",2,5,4,2,15
5_15_4_1,"i think we should take red, because our chance is 2/3 that it is right",1,5,4,1,15
5_15_2_2,"2/3 change to be blue, i think we should take blue",1,5,2,2,15
5_15_3_2,"i think we take red because if the ball was in a red urn, the chance was 2/3 to take it",1,5,3,2,15
5_15_1_1,"i'm not sure... if we take red and one of the others not, blue is taken, so i think we should take red. If one of the others is sure and take blue, it will be blue fianlly finally",2,5,1,1,15
5_15_3_1,"Let's take the opposite colour of our ball, because if the urn is red, there is still one red ball and one blue ball in it and our chance is 50:50 if the urn is blue there is no red ball in it now and blue is 1005 right",1,5,3,1,15
5_15_1_2,"i'm not sure... i guess it's red, because if the urn is red, it's more likely that the ball is red...",1,5,1,2,15
5_15_2_1,"i'm not sure. But 4 balls have the same colour, so if blue is one of the 4 balls, i think we should take blue",1,5,2,1,15
5_17_4_1,"we don't know the drawing order so we could be first,  last or somwhere in between so i'd say just stick with the color we are given",1,5,4,1,17
5_17_1_1,chances are it's a red urn not much more we can do about it,1,5,1,1,17
5_17_4_2,somebody will pick blue anyways so i suggest just stick with red if it's a red urn and nobody picked blue we win and if it's a blue urn somebody will probably have picked blue already,2,5,4,2,17
5_17_3_1,i don't think that anything changed significantly regarding our odds to be right here bc we don't know when drawing we had in the order so i'd say just stick with the given color,1,5,3,1,17
5_17_1_2,gotta stick with the odds and the odds are telling us that it's a blue urn,1,5,1,2,17
5_18_3_1,I would choose red. Maybe there are 2 blue balls in the red urn and we have one of it. If so other team may vote blue. No need to vote blue.,2,5,3,1,18
5_18_2_2,blue is more likely because of the game system ...,1,5,2,2,18
5_18_3_2,I would choose red. The others have blue and pick blue.,2,5,3,2,18
5_18_1_2,"We got a blue ball, so in a blue urn there will be two times more blue balls",1,5,1,2,18
5_18_2_1,red ball -> red urn,1,5,2,1,18
5_19_3_1,blue is 2/3 chance,1,5,3,1,19
5_19_3_2,I have no luck,0,5,3,2,19
5_19_2_2,stick with the blue one?,1,5,2,2,19
5_19_1_1,higher odds of red,1,5,1,1,19
5_19_1_2,higher odds of red,1,5,1,2,19
5_19_2_1,best option should be stick with red,1,5,2,1,19
5_2_1_1,The only rational thing we can do is to choose the color which our ball has. Then we have the highest probability to win.,1,5,1,1,2
5_2_4_1,Same thing as before. If we choose the opposite color we can be 100% sure to win because of the non replacement of the balls.,2,5,4,1,2
5_2_2_2,Always choose the opposite color! If the urn is blue 4 teams will see a blue ball and 2 teams will see a red one. If every team chooses the opposite color then blue will be the committees guess,2,5,2,2,2
5_2_4_2,"I am tired of explaining it, but please choose the opposite color. If every team does that we will win 100%.",2,5,4,2,2
5_2_1_2,This experiment is just fucked up. There is actually no rational strategy.,0,5,1,2,2
5_2_3_1,"Always the opposite color! In case we have a red urn 2 teams will see a red ball and one team will see a blue one. If every team chooses the opposite color, we will have two votes for blue and one for red . Ergo we can be sure to win!",0,5,3,1,2
5_2_3_2,"Choose red. By choosing the opposite color we can be sure to win. urn is red -> 2 teams will se red, one team blue -> everyone chooses the opposite and red will be the guess",0,5,3,2,2
5_20_3_1,red is more likely and no risk,1,5,3,1,20
5_21_4_1,Maybe we are one of the 4 groups observing the correct colour.,1,5,4,1,21
5_21_1_2,"We have blue, but i think we should vote red. Maybe the others, if they have blue will decide blue and if not, it will be red ;)",2,5,1,2,21
5_21_4_2,More likely to have red. Let´s hope we´re lucky.,1,5,4,2,21
5_21_3_2,"I think we got the wrong colour. So let´s try red.. if there is an other team with blue, maybe they will vote blue and it will be blue.",2,5,3,2,21
5_21_3_1,Let´s try red :) the other may have blue and then vote blue and it will be blue anyway,2,5,3,1,21
5_21_2_2,same as before by red :D,0,5,2,2,21
5_21_2_1,things got complicated :( .. I go with my gut feelin and vote blue. Just a feeling,0,5,2,1,21
5_22_4_1,No idea. Convince me please Red?,0,5,4,1,22
5_22_2_2,Red is my lucky colour :-) I'm in for red!,0,5,2,2,22
5_22_3_1,"So far, I've not read a message here from my team partner...People in this Messenger are as active as in ICQ Red, because someone will take blue so I'm indifferent",2,5,3,1,22
5_22_1_2,"Red, because why not and someone is going to vote for blue anyway Odds for red are higher though, so let's play safe",2,5,1,2,22
5_22_3_2,"So one red ball is gone, right? That makes the odds for blue higher, isn't it? I'm taking blue unless you take red",1,5,3,2,22
5_22_2_1,blue will bring us luck and fortune,0,5,2,1,22
5_22_4_2,Here is my lucky guess we should vote for RED...,0,5,4,2,22
5_23_3_1,There are 2 possibilities: 1) We have the only blue ball a) we choose blue --> committee chooses blue --> wrong b) we choose red -- committee chooses red --> right 2) we are one of two teams that has blue a) we choose blue --> c blue --> right b) we choose red --> other team might --> don't know so we should choose red,2,5,3,1,23
5_23_3_2,"Red is the dominant strategy! We won with red last round, even though our ball was blue.",2,5,3,2,23
5_23_1_2,67% chance of being right,1,5,1,2,23
5_23_4_2,higher odds,1,5,4,2,23
5_23_1_1,"if we select the color we picked, we have a 67% chance of being right. That's why I would pick blue.",1,5,1,1,23
5_23_4_1,gotta trust the odds,1,5,4,1,23
5_24_2_2,I think we should go with red again.. Its sort of of a higher chance to win if everyone picks red,2,5,2,2,24
5_24_3_2,Again I think we should go with red.,2,5,3,2,24
5_24_4_2,Should we go with read again? Worked out very well last round.. :D sort of,0,5,4,2,24
5_24_3_1,I think we should stick to read. The chances that everyone picks the red ball are really small so we are save with read I hope,2,5,3,1,24
5_24_1_2,"Let's choose red. If the urn is blue, it's very likely that someone of the other teams with blue balls will choose blue. But if it's red, we have still the chance to win.",2,5,1,2,24
5_24_2_1,"I think we should go with the red one, because of the 'unanimity voting rule'.. Hope its the right idea :)",2,5,2,1,24
5_24_4_1,"To be honest, I have no idea anymore. I even have no idea if  I understood the instructions because my last teampartner said, I was wrong.. but I was absolutely shure (after teh first part) that I was right so, yeah. I go with whatever is your suggestion",0,5,4,1,24
5_4_4_1,on should always vote red as someone may always vote blue,2,5,4,1,4
5_4_2_2,I believe it does not really matter what u pick. We will be correct as a committee in about 50% of all cases,0,5,2,2,4
5_4_1_2,It makes sense to always vote for blue. The chance of all 3 groups having the ball of the same color as the urn it was drawn from are below 30 percent. The voting mechanism makes red as an answer way more likely than it should be.,1,5,1,2,4
5_4_1_1,Our best choice is to pick red. We observed a red bal being drawn. Nonetheless even if its a blue urn that happens in 1/3 of all draws. The probability that all three groups observe a ball being drawn that has the same color as the urn its drawn from is just below 30 percent.,1,5,1,1,4
5_4_3_1,50% of the cases we will be correct. Doesn't matter what you pick.,0,5,3,1,4
5_4_4_2,Decision making should be the same as in the previous round. The consenus seems to have been to always pick red.,2,5,4,2,4
5_4_2_1,I do not think it matters what you pick,0,5,2,1,4
5_5_2_1,2/3 chance to be right,1,5,2,1,5
5_5_4_1,"it's without replacement, so its ok to say blue",1,5,4,1,5
5_5_2_2,2/3 chanece to be right,1,5,2,2,5
5_5_1_2,"I'd say we take red If we take blue, and the other teams take red, which then turns out as the right color, we lose",2,5,1,2,5
5_5_3_1,because there is a 2/3 chance to be right and no risc because its red,1,5,3,1,5
5_6_3_1,no matter what we choose theres equal chances of the color we pick being either right or wrong so im going for red,0,5,3,1,6
5_6_2_1,if the urn is blue that means there are 4 blue balls in there and therefore more chances of picking a blue ball,1,5,2,1,6
5_6_4_1,"the prbability of picking a red ball from a red urn is higher than the probabilityy of picking one from a blue urn, therefore im going for red",1,5,4,1,6
5_6_2_2,"The chances of picking a red ball from a red urn are higher, plus probably someone is gonna pick blue anyways so lets place safe and pick red",1,5,2,2,6
5_6_1_1,"Maybe it is better to give the consensus-thing a chance, rather thank just picking blue",2,5,1,1,6
5_7_4_1,"fuck it, pick whatever you like ;) although I think, blue is the best choice because we picked blue but maybe, i'm not getting it",1,5,4,1,7
5_7_4_2,wtf,0,5,4,2,7
5_7_2_2,The chance for a blue urn are bigger as we picked a blue ball,1,5,2,2,7
5_7_3_2,red is more likely because of the game system and we picked red,1,5,3,2,7
5_7_1_2,Red is the best possible choice,1,5,1,2,7
5_7_1_1,Red is the best possible choice,1,5,1,1,7
5_8_2_2,unicorns are real,0,5,2,2,8
5_8_4_1,"little johnny, can you tell me the name of 3 great kings who have brought happines into people lives drinKing, smoKIng, fucKing",0,5,4,1,8
5_8_4_2,i am feeling it,0,5,4,2,8
5_8_1_2,same logic pick the color,1,5,1,2,8
5_8_3_2,last time you were wrong. i dont believe you anymore,0,5,3,2,8
5_8_2_1,just saw a red unicorn,0,5,2,1,8
5_8_1_1,first one is red. so the chances is 66/33,1,5,1,1,8
5_9_3_1,i would vote for red bc if we chose blue the commitees decision wold be determined by our vote,2,5,3,1,9
5_9_1_2,let s now pick the shown colour bc the others now will probably enter their opposite colour and be scared to vote blue when the ball is red,3,5,1,2,9
5_9_4_2,"i would pick red but if your suggestion is blue, ill go with blue too. if yours is red, we take red",0,5,4,2,9
5_9_4_1,"blue urn is more likely, but I can pick red if you think it is red.",1,5,4,1,9
6_1_1_1,blue because why not i have no idea i think blue being the color of the urn is more likely,1,6,1,1,1
6_1_2_1,if it was taken from the urn it is more likely that it has the same color as the urn because there are more balls in that color so im going with blue,1,6,2,1,1
6_10_1_2,If we have the red ball weh should vote for red as the probability is higher that the urn is red and we don't know the colours of the other teams.,1,6,1,2,10
6_10_4_1,We will not lose anything by voting for red as the blue teams may decide to vote for blue and our vote would not change anything in this case so we should stay with red,2,6,4,1,10
6_10_3_2,We have a 2/3 chance of seing the right colour and if only one team votes for blue the committee's vote is blue so I would reccommend to stay at blue as the other team getting blue may decide to change its opinion and vote red when they have blue,3,6,3,2,10
6_10_3_1,The probability that the urn is red is 2/3 we will not lose anything with voting for red If just one team votes for blue the decision is blue so we would not change the decision by voting for red,2,6,3,1,10
6_10_2_1,"As we can assume, that some of the members getting the blue ball will vote for blue we should stay at red",2,6,2,1,10
6_10_1_1,The probability that we have the blue urn is higher right?,1,6,1,1,10
6_10_2_2,I think we should stay at blue because the probability of the urn to be blue is 50/50 so the others may decide to take red as they assume that one team will choose blue but if every team thinks in this way we would lose,3,6,2,2,10
6_11_1_2,"We need to chose Red. If we are the only ones who picked blue, then the urn is red and we guess correct If the urn is blue, then the other guys (hopefully not following this logic), will pick blue so there will be at least one blue vote and we win as well If the others guys (also blue) think the same way then we lose But this is too many ifs :)",2,6,1,2,11
6_11_3_2,More likely to be red,1,6,3,2,11
6_11_2_1,Pure randomness now :) I just pick red you can pick blue,0,6,2,1,11
6_12_1_2,"The blue on would be the dominant decision, if ours is the only one. So I would rather pick red.",2,6,1,2,12
6_13_4_1,randomly choosen,0,6,4,1,13
6_13_3_2,Let's try red. I think we need to match in this experiment,0,6,3,2,13
6_13_3_1,ok - i will choose the color that you choose before!!! :-),0,6,3,1,13
6_13_2_2,"Ok, i dont think that it is \qblue-blue-red-red\q so lets vote for blue. \qblue-blue-red-blue\q :'D dont know why...",0,6,2,2,13
6_13_1_2,Red is safe. One else will always blue,2,6,1,2,13
6_14_2_2,"Again, we have a red ball, let's vote blue for the same reason.",1,6,2,2,14
6_14_1_1,Risky to vote blue but others may not vote blue even when draw blue. I say we vote blue.,3,6,1,1,14
6_14_2_1,"I suggest we vote red. There is a higher chance that the urn is red. if even one person chooses blue - the committee's decision is blue, so our decision won't make a difference.",1,6,2,1,14
6_14_1_2,Again we need to make sure to vote blue as others may not vote blue even draw is blue.,3,6,1,2,14
6_14_3_2,"Or decision determines the committee's final answer. Last round one of the teams had picked a blue ball and still voted red, so the comittee won. Or because replacement is allowed in this part all teams had a red ball. Our best bet in my opinion is to choose blue.",1,6,3,2,14
6_15_3_2,"It is with replacement now, so it is the same compared to the previous rounds, both urns have balls in it, going for the higher chances that ours is the correct one",1,6,3,2,15
6_15_2_2,"Well it is without a replacement, so the blue urn must be empty and it must be red urn",1,6,2,2,15
6_15_2_1,2/3 chances that it is a blue urn,1,6,2,1,15
6_15_3_1,I am going for the higher chances that our pick is the correct one,1,6,3,1,15
6_15_4_1,Going for the higher chances that we have picked the correct one,1,6,4,1,15
6_15_1_1,"The chances are higher that we are correct, so it must be the blue urn if true",1,6,1,1,15
6_15_1_2,"Last time was blue, so there the blue balls are now less, I am going for red again the chances are 2/3",1,6,1,2,15
6_16_2_2,"Since we have drawn a blue ball, let's just pick blue, even though this will determine the whole committees decision.",1,6,2,2,16
6_16_3_1,"We see red, let's pick red.",1,6,3,1,16
6_16_4_1,"I'd just pick the colour we see, even though chances are that we pick the wrong colour and determine the teams decision.",1,6,4,1,16
6_16_2_1,"Since we have drawn a red ball, we should just vote for red.",1,6,2,1,16
6_16_1_1,It's more likely that we got a red ball if it's a red urn. Someone else can always pick blue as they draw blue for sure.,2,6,1,1,16
6_16_3_2,"Let's just go for what we see, even though we will consequently determine the teams decision.",1,6,3,2,16
6_16_1_2,I'm not sure if we should pick blue even though we draw a blue ball. If we pick blue it would determine the whole team's decision. That's why I'm suggesting red.,2,6,1,2,16
6_17_3_2,"I don't believe that I'm communicating to a real team partner anymore (more an automated answer), but what else should I guess than red.",1,6,3,2,17
6_17_3_1,It doesn't matter whether you take a ball with or without replacement. There is a chance of 8/27 that at least one team get a blue ball from a red urn.,1,6,3,1,17
6_17_2_2,Perhaps we have luck.,0,6,2,2,17
6_17_1_1,I see a red ball - what else should I guess as the color of the urn given the rules.,1,6,1,1,17
6_17_2_1,Please tell me if you are a real player and no fake account.,0,6,2,1,17
6_17_1_2,"The problem is following: At least one of the three teams will get a blue ball. This team - normally - will take blue as the guess of the color of the urn. So the overall teams' guess is blue, even if just one blue ball appeared (and this would mean that the actual color of the urn is red). So we should take red. Trust me - if it is actually a blue urn, another blue ball must be seen by another of the three teams. And this team will choose blue as their guess. This is enough for taking blue as the overall team voting.",2,6,1,2,17
6_18_1_1,"the probability for each ball is 33,33%, since we picked a blue ball its likely that the urn ist blue. however since there are no replacements on of the 3 team will unavoidably get the other color and if even one team votes for the other color the wong color will be the comittees guess.",2,6,1,1,18
6_18_2_2,"i think its probably better if we dont pick the same colour, so if i pick blue you should pick red",0,6,2,2,18
6_18_4_1,lets hope we got the 2/3 chance of getting the right coloured ball,1,6,4,1,18
6_18_3_2,lets hope that we got the 2/3 chance of picking the right colour,1,6,3,2,18
6_18_3_1,"now that we're playing with replacement, the probability that its a blue urn ist higher, so lets go with blue",1,6,3,1,18
6_18_1_2,if everyone chose the color of the ball they picked the probability of getting 2€ would be 0%,2,6,1,2,18
6_19_1_1,"if its blue someone else has blue too, so they might vote blue and the end decission is true but if they both have red we should vote for red so that its true in that case too",2,6,1,1,19
6_19_2_2,if tehre are 4 blues someone will say blue if there are 4 reds we should go for red so red is the logical decission here,2,6,2,2,19
6_19_3_1,just the higher chance of getting the right color,1,6,3,1,19
6_19_2_1,if tehre are 4 blues then hopefully somebody will say blue if tehre are only two chances are higher if we say red,2,6,2,1,19
6_19_4_1,is it over yet?,0,6,4,1,19
6_19_3_2,just take the higher chance here and if both others get blue they will vote for it,1,6,3,2,19
6_19_1_2,worked last time so same argumentation,2,6,1,2,19
6_2_2_1,twice as much red balls as blue balls,1,6,2,1,2
6_2_4_1,bigger chance,1,6,4,1,2
6_20_3_2,again red if the other draw blue they may not vote blue,2,6,3,2,20
6_20_4_1,"Given the voting system, voting red is safe. If any other team votes blue it will be blue",2,6,4,1,20
6_20_1_2,i would choose the expected more likely result,1,6,1,2,20
6_20_1_1,"on of tree is red  for a red urn, if it is red all must choose red so i suggest red",1,6,1,1,20
6_20_2_1,"as a red one picked, i expectd a red urne ö",1,6,2,1,20
6_20_2_2,"four red ones,two blue ones, i suggest a red urne",1,6,2,2,20
6_20_3_1,based on probability and what others will do i would always choose red,2,6,3,1,20
6_21_1_1,our team picked a blue ball so more likely our urn is blue,1,6,1,1,21
6_22_3_2,I guess it's a blue urn- Let's believe in it,0,6,3,2,22
6_22_4_1,I think it's a red urn-because there are four balls of the same colour and we give the ball back in the urn I think it's a red urn- Let's believe in it!,1,6,4,1,22
6_22_2_1,I think it's a red urn because we picked a red ball The chance is higher that we picked a red ball then a blue one I'm very sure that it is a red ur n Because of the distribution of the balls,1,6,2,1,22
6_22_1_2,I think it is a red urn because we took a red ball In the urn are more red balls and then is the chance higher to take a red ball I think it is a red urn,1,6,1,2,22
6_22_3_1,I think it's either a red urn because we picked a red ball,1,6,3,1,22
6_22_1_1,"I thin it can be a blue ball because blue urn has more blue balls, but I'm not totally sure",1,6,1,1,22
6_22_2_2,I think it's a blue urn because of the distribution of the balls The chance is higher to pick a blue ball because there are probably four of them in the urn and two red ones I would vote for the blue urn,1,6,2,2,22
6_23_2_1,Lets stick with it. Higher chances.,1,6,2,1,23
6_23_4_1,PURE LUCK!,0,6,4,1,23
6_23_1_1,Lets stick with the usally expected more likely  urn,1,6,1,1,23
6_23_1_2,More likely to be red. Lets stick with it,1,6,1,2,23
6_23_3_1,Lets believe in it;),0,6,3,1,23
6_23_2_2,Lets stick with it. Higher chances.,1,6,2,2,23
6_24_2_1,Choosing red when you see a red ball is the only logic consequence. One blue vote makes the committee blue vote,2,6,2,1,24
6_24_3_2,With the new rule there is more chance of each individual to observe the wrong color. The choice of red is more hard. Only if all choose red  it should b red.,0,6,3,2,24
6_24_3_1,"I think as the new rule it would be more chance of each member to observe a wrong color. Since the comment of red should meet more critique, I suggest to choose red.",0,6,3,1,24
6_24_1_1,"In my opinion, if there is another person with blue they may be afraid of voting blue so we should vote blue to make sure.",3,6,1,1,24
6_24_4_1,After all of the round before I suggest us to choose red. The committe will choose red only when all of the teams choose red.,0,6,4,1,24
6_24_2_2,If the urn is blue there would be others who choose blue. Only when all choose red there will be red which means majority observes red.,2,6,2,2,24
6_24_1_2,We should vote blue again for the same reason,3,6,1,2,24
6_3_1_1,"the chance that it is blue is 2/3, so I go for blue otherwise one team will get red for sure, even if the urn is blue...so I don't know what is the best strategy",2,6,1,1,3
6_3_2_2,There is a higher change blue is the color of the urn. But I am voting for the opposite as 2 teams get the wrong color for sure It is pure luck anyway :),1,6,2,2,3
6_3_3_1,"Drawing WITH replacement, so the chance is always higher if we pick what we see therefore I am going for red",1,6,3,1,3
6_3_3_2,"Lets stick with the color we have drawn, the chances are higher",1,6,3,2,3
6_3_2_1,"I am voting for the opposite color as 2 teams have to do it in order to have a correct committee decision Of course there is a higher chance that blue is the color but we don't know, so it is pure luck after all",1,6,2,1,3
6_4_4_1,last two rounds were blue so I dont know what color we shoul guess :D,0,6,4,1,4
6_4_2_2,"Red, always red! #teamred #gowildreds",0,6,2,2,4
6_4_2_1,Take alsways read cause the chance of winning is higher and one other team will vote bleu! *red,2,6,2,1,4
6_4_3_2,I dont know the best way to win in this part. Thought always red would be as good as in the parts before but before we had a blue urn..,0,6,3,2,4
6_4_1_2,Let's take red cause if the urn is red and we got the opposite color aaaand we take blue the decision will be blue. Let's hope the other team isnt that intelligent (if they got blue as well) and will take the real color.,2,6,1,2,4
6_4_1_1,I think its a good idea if we take the ball color as our decision color. Others will probably take their real color and at least one other has blue.,2,6,1,1,4
6_4_3_1,Just take red please!! Its the only way to get 2€!,1,6,3,1,4
6_5_2_2,"i think when thee red ball is picked you should vote red because if another team votes blue, the decision will be blue in the end anyways thus voting for blue is too risky just vote red to be safe",2,6,2,2,5
6_5_3_2,"Same logic, vote red cheers",2,6,3,2,5
6_5_1_1,"the probabiliity of picking the red ball from red urn was higher this means that the urn is more likely to be red now comes the important part!!! you should vote red because all members need to vote red in order to vote for red if ANYONE votes blue, we are screwed",1,6,1,1,5
6_5_4_1,"Deutschland Deutschland uber alles, uber alles in der Welt Wenn es stets zu Schutz und Trutze Bruderlich zusammenhalt Von der Maas bis an die Memel Von der Etsch bis an den Belt",0,6,4,1,5
6_5_3_1,i think when the ball is red it always makes more sense to vote for red because if you vote for blue you can fuck up the entire decision don’t worry about blu as others may vote blue just go with red to be safe cheers,2,6,3,1,5
6_5_2_1,When its red ball you should vote red its too obvious and probably no explanation is needed even if the urn is blue somebody (4 teams ACTUALLY) will vote blue and therefore we will win anyways but if its red then EVERY team should vote red therefore going for red is a safe choice here,2,6,2,1,5
6_5_1_2,"if the urn is red, then everyone needs to vote RED, because if only 1 votes blue, our decision will be BLUE So please vote red :) cheers",1,6,1,2,5
6_6_3_2,no clue,0,6,3,2,6
6_6_1_2,Blue urn with higher chance,1,6,1,2,6
6_8_1_1,"We see a red ball, so we should vote for it. If the other two teams see a blue ball, they will vote for it. But other decision will not have a negative influence. Therefore, we should take red to not diminish the option of a red urn.",2,6,1,1,8
6_8_1_2,"If the other two teams have each a blue ball, at least one will vote for it. But with that decision we will not eliminate the chance of an red urn.",2,6,1,2,8
6_8_2_1,"Hey! Let us stick with red. I cannot tell you why, but I have a good feeling about it. Cheers.",0,6,2,1,8
6_8_3_2,Hey! Let's try for red. There is now a higher probability that we see the wrong colour.,1,6,3,2,8
6_8_2_2,Hey!,0,6,2,2,8
6_8_3_1,Heeey! Higher probability for blue. So we should stick with the colour we have picked. Cheers. :),1,6,3,1,8
6_9_1_1,"At least one other team has a blue ball. This team will very likely choose the blue urn. Thus, it has no consequence, which urn we choose, because the blue urn will be picked anyway. If both other teams have blue balls, the chances for this case is even greater. So I would pick red, to reach the consens, if one other team has a red ball and the urn is read.",2,6,1,1,9
6_9_1_2,"Wenn jedes Team seine Kugelfarbe wählt, hat man immer die blaue Urne. Und daher eine 50% Chance zu gewinnen. Wenn jedes Team immer rot wählt auch. Doch wenn wir immer rot wählen und die anderen Teams immer ihre Farbe, haben wir eine 66% Trefferquote. Daher immer rot wählen!!! Man erhöht seine Chancen auf eine richtige Kugel nicht, wenn man blau wählt! *Richtige Urne",2,6,1,2,9
6_9_2_1,"Menschen sind unberechenbar, wenn sie vor (Wahl-) Urnen stehen. Ich wähle rot, um dem Konsens eine Chance zu geben.",2,6,2,1,9
6_9_3_2,"What you wrote is not correct, but it would take to long to explain why. The only thing that changed in a POSITIVE way is, that the chances are higher, that every team has the RIGHT ball. The conclusion is the same: Pick your own colour",1,6,3,2,9
